ITT,DATE_TIME,TRACKLINE,TRIP_DIRECTION,DEST_STATION,DESCRIPTION,TRKID
270,7/27/2024 10:48:10 AM,Blue,1,LARGO TOWN CENTER,,C98-J1-516
232,7/27/2024 10:48:10 AM,Red,1,TAKOMA,Grosvenor-Strathmore- Track 1; ,A11-A1-558
321,7/27/2024 10:48:08 AM,Green,2,BRANCH AVE,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:48:15 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:15 AM,Orange,1,NEW CARROLLTON,East Falls Church- Track 1;  Doors open left,K05-K1-409
254,7/27/2024 10:48:15 AM,Yellow,1,MT VERNON SQ,,C10-C1-373
264,7/27/2024 10:48:15 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:15 AM,Blue,1,LARGO TOWN CENTER,,C98-J1-516
232,7/27/2024 10:48:15 AM,Red,1,TAKOMA,,A11-A1-551
321,7/27/2024 10:48:16 AM,Green,2,BRANCH AVE,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:48:20 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:20 AM,Orange,1,NEW CARROLLTON,East Falls Church- Track 1;  Doors open left,K05-K1-409
254,7/27/2024 10:48:20 AM,Yellow,1,MT VERNON SQ,,C10-C1-373
264,7/27/2024 10:48:20 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:21 AM,Blue,1,LARGO TOWN CENTER,,C97-J1-503
232,7/27/2024 10:48:20 AM,Red,1,TAKOMA,,A11-A1-551
321,7/27/2024 10:48:21 AM,Green,2,BRANCH AVE,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:48:25 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:25 AM,Orange,1,NEW CARROLLTON,East Falls Church- Track 1;  Doors open left,K05-K1-409
254,7/27/2024 10:48:25 AM,Yellow,1,MT VERNON SQ,,C10-C1-373
264,7/27/2024 10:48:25 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:25 AM,Blue,1,LARGO TOWN CENTER,,C97-J1-503
232,7/27/2024 10:48:25 AM,Red,1,TAKOMA,,A11-A1-548
321,7/27/2024 10:48:26 AM,Green,2,BRANCH AVE,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:48:30 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:30 AM,Orange,1,NEW CARROLLTON,East Falls Church- Track 1; ,K05-K1-409
254,7/27/2024 10:48:30 AM,Yellow,1,MT VERNON SQ,,C10-C1-372
264,7/27/2024 10:48:30 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:30 AM,Blue,1,LARGO TOWN CENTER,,C97-J1-503
232,7/27/2024 10:48:30 AM,Red,1,TAKOMA,,A11-A1-536
321,7/27/2024 10:48:31 AM,Green,2,BRANCH AVE,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:48:35 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:35 AM,Orange,1,NEW CARROLLTON,East Falls Church- Track 1; ,K05-K1-409
254,7/27/2024 10:48:35 AM,Yellow,1,MT VERNON SQ,,C10-C1-372
264,7/27/2024 10:48:35 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:35 AM,Blue,1,LARGO TOWN CENTER,,C97-J1-503
232,7/27/2024 10:48:35 AM,Red,1,TAKOMA,,A11-A1-536
321,7/27/2024 10:48:36 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:48:43 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:40 AM,Orange,1,NEW CARROLLTON,East Falls Church- Track 1; ,K05-K1-406
254,7/27/2024 10:48:40 AM,Yellow,1,MT VERNON SQ,,C10-5AATN
264,7/27/2024 10:48:41 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:41 AM,Blue,1,LARGO TOWN CENTER,,C97-J1-503
232,7/27/2024 10:48:43 AM,Red,1,TAKOMA,,A11-A1-526
321,7/27/2024 10:48:41 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:48:48 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:48 AM,Orange,1,NEW CARROLLTON,,K05-3ATN
254,7/27/2024 10:48:48 AM,Yellow,1,MT VERNON SQ,,C10-5BTR
264,7/27/2024 10:48:48 AM,Silver,1,ASHBURN,Ashburn- Track 1; ,N12-N1-1659
270,7/27/2024 10:48:48 AM,Blue,1,LARGO TOWN CENTER,,C97-1AATN
232,7/27/2024 10:48:48 AM,Red,1,TAKOMA,,A11-A1-526
321,7/27/2024 10:48:46 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:48:53 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:53 AM,Orange,1,NEW CARROLLTON,,K05-K1-397
254,7/27/2024 10:48:53 AM,Yellow,1,MT VERNON SQ,,C10-5BTR
264,7/27/2024 10:48:53 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:48:53 AM,Blue,1,LARGO TOWN CENTER,,C97-1AATN
232,7/27/2024 10:48:53 AM,Red,1,TAKOMA,,A11-A1-526
321,7/27/2024 10:48:54 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:48:58 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:48:58 AM,Orange,1,NEW CARROLLTON,,K05-K1-397
254,7/27/2024 10:48:58 AM,Yellow,1,MT VERNON SQ,,C10-5BTN
264,7/27/2024 10:48:58 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:48:58 AM,Blue,1,LARGO TOWN CENTER,,C97-C1-566
232,7/27/2024 10:48:58 AM,Red,1,TAKOMA,,A11-A1-519
321,7/27/2024 10:48:59 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:49:03 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:03 AM,Orange,1,NEW CARROLLTON,,K05-K1-389
254,7/27/2024 10:49:03 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:03 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:03 AM,Blue,1,LARGO TOWN CENTER,,C97-C1-566
232,7/27/2024 10:49:03 AM,Red,1,TAKOMA,,A11-A1-511
321,7/27/2024 10:49:04 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:49:08 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:08 AM,Orange,1,NEW CARROLLTON,,K05-K1-389
254,7/27/2024 10:49:08 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:08 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:08 AM,Blue,1,LARGO TOWN CENTER,,C97-C1-566
232,7/27/2024 10:49:08 AM,Red,1,TAKOMA,,A11-A1-511
321,7/27/2024 10:49:09 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:49:13 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:13 AM,Orange,1,NEW CARROLLTON,,K05-K1-380
254,7/27/2024 10:49:13 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:13 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:13 AM,Blue,1,LARGO TOWN CENTER,,C97-C1-564
232,7/27/2024 10:49:13 AM,Red,1,TAKOMA,,A11-A1-511
321,7/27/2024 10:49:14 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  Doors open left,F11-F1-540
224,7/27/2024 10:49:20 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:18 AM,Orange,1,NEW CARROLLTON,,K05-K1-380
254,7/27/2024 10:49:18 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:18 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:18 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  motion;,C13-C1-558
232,7/27/2024 10:49:20 AM,Red,1,TAKOMA,,A11-A1-498
321,7/27/2024 10:49:19 AM,Green,1,GREENBELT,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:49:25 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:26 AM,Orange,1,NEW CARROLLTON,,K05-K1-371
254,7/27/2024 10:49:26 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport-  motion;,C10-C3-362
264,7/27/2024 10:49:26 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:26 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  motion;,C13-C1-558
232,7/27/2024 10:49:25 AM,Red,1,TAKOMA,,A11-A1-498
321,7/27/2024 10:49:24 AM,Green,1,GREENBELT,Branch Avenue- Track 1; ,F11-F1-540
224,7/27/2024 10:49:30 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:31 AM,Orange,1,NEW CARROLLTON,,K05-K1-371
254,7/27/2024 10:49:30 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport-  motion;,C10-C3-362
264,7/27/2024 10:49:31 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:31 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  motion;,C13-C1-558
232,7/27/2024 10:49:30 AM,Red,1,TAKOMA,,A10-A1-487
321,7/27/2024 10:49:31 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  motion;,F11-F1-540
224,7/27/2024 10:49:35 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:35 AM,Orange,1,NEW CARROLLTON,,K05-K1-362
254,7/27/2024 10:49:35 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:35 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:36 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  motion;,C13-C1-558
232,7/27/2024 10:49:35 AM,Red,1,TAKOMA,,A10-A1-487
321,7/27/2024 10:49:36 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  motion;,F11-F1-540
224,7/27/2024 10:49:40 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:40 AM,Orange,1,NEW CARROLLTON,,K05-K1-362
254,7/27/2024 10:49:40 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:41 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:41 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  motion;,C13-C1-558
232,7/27/2024 10:49:40 AM,Red,1,TAKOMA,,A10-A1-480
321,7/27/2024 10:49:41 AM,Green,1,GREENBELT,Branch Avenue- Track 1;  motion;,F11-F1-540
224,7/27/2024 10:49:45 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:46 AM,Orange,1,NEW CARROLLTON,,K05-K1-353
254,7/27/2024 10:49:46 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:46 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:46 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1; ,C13-C1-558
232,7/27/2024 10:49:45 AM,Red,1,TAKOMA,,A10-A1-480
321,7/27/2024 10:49:46 AM,Green,1,GREENBELT,Branch Avenue- Track 1; ,F11-1ATN
224,7/27/2024 10:49:52 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:50 AM,Orange,1,NEW CARROLLTON,,K05-K1-353
254,7/27/2024 10:49:53 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:50 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1;  Doors open left,N12-N1-1660
270,7/27/2024 10:49:51 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  Doors open left,C13-C1-558
232,7/27/2024 10:49:53 AM,Red,1,TAKOMA,,A10-A1-467
321,7/27/2024 10:49:51 AM,Green,1,GREENBELT,Branch Avenue- Track 1; ,F11-3ATN
224,7/27/2024 10:49:57 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:49:58 AM,Orange,1,NEW CARROLLTON,,K05-K1-345
254,7/27/2024 10:49:58 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:49:58 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1; ,N12-N1-1660
270,7/27/2024 10:49:58 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  Doors open left,C13-C1-558
232,7/27/2024 10:49:57 AM,Red,1,TAKOMA,,A10-A1-467
321,7/27/2024 10:49:56 AM,Green,1,GREENBELT,,F11-F1-527
224,7/27/2024 10:50:02 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:03 AM,Orange,1,NEW CARROLLTON,,K05-K1-337
254,7/27/2024 10:50:03 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:50:03 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1; ,N12-N1-1660
270,7/27/2024 10:50:03 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1; ,C13-C1-558
232,7/27/2024 10:50:02 AM,Red,1,TAKOMA,,A10-A1-460
321,7/27/2024 10:50:03 AM,Green,1,GREENBELT,,F11-F1-527
224,7/27/2024 10:50:07 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:08 AM,Orange,1,NEW CARROLLTON,,K05-K1-337
254,7/27/2024 10:50:07 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C3-362
264,7/27/2024 10:50:08 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1; ,N12-1ATN
270,7/27/2024 10:50:08 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1; ,C13-C1-558
232,7/27/2024 10:50:07 AM,Red,1,TAKOMA,,A10-A1-460
321,7/27/2024 10:50:08 AM,Green,1,GREENBELT,,F11-F1-527
224,7/27/2024 10:50:12 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:12 AM,Orange,1,NEW CARROLLTON,,K04-K1-329
254,7/27/2024 10:50:12 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-11ATN
264,7/27/2024 10:50:13 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1; ,N12-3ATU
270,7/27/2024 10:50:13 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1;  motion;,C13-C1-558
232,7/27/2024 10:50:12 AM,Red,1,TAKOMA,,A10-A1-453
321,7/27/2024 10:50:13 AM,Green,1,GREENBELT,,F11-F1-521
224,7/27/2024 10:50:19 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:17 AM,Orange,1,NEW CARROLLTON,,K04-K1-329
254,7/27/2024 10:50:17 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-9AATN
264,7/27/2024 10:50:17 AM,Silver,1,LARGO TOWN CENTER,Ashburn- Track 1; ,N12-N1-1649
270,7/27/2024 10:50:17 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1; ,C13-C1-552
232,7/27/2024 10:50:19 AM,Red,1,TAKOMA,,A10-A1-450
321,7/27/2024 10:50:18 AM,Green,1,GREENBELT,,F11-F1-513
224,7/27/2024 10:50:24 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:25 AM,Orange,1,NEW CARROLLTON,,K04-K1-319
254,7/27/2024 10:50:25 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-9AATN
264,7/27/2024 10:50:25 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1649
270,7/27/2024 10:50:25 AM,Blue,1,LARGO TOWN CENTER,King Street-Old Town- Track 1; ,C13-C1-546
232,7/27/2024 10:50:24 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-444
321,7/27/2024 10:50:23 AM,Green,1,GREENBELT,,F11-F1-513
224,7/27/2024 10:50:29 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:30 AM,Orange,1,NEW CARROLLTON,,K04-K1-319
254,7/27/2024 10:50:29 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-9AATN
264,7/27/2024 10:50:30 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1649
270,7/27/2024 10:50:30 AM,Blue,1,LARGO TOWN CENTER,,C13-C1-546
232,7/27/2024 10:50:29 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-444
321,7/27/2024 10:50:30 AM,Green,1,GREENBELT,,F11-F1-504
224,7/27/2024 10:50:34 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:34 AM,Orange,1,NEW CARROLLTON,,K04-K1-319
254,7/27/2024 10:50:34 AM,Yellow,1,MT VERNON SQ,Ronald Reagan Washington National Airport- ,C10-C1-358
264,7/27/2024 10:50:34 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1635
270,7/27/2024 10:50:35 AM,Blue,1,LARGO TOWN CENTER,,C13-C1-546
232,7/27/2024 10:50:34 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-444
321,7/27/2024 10:50:35 AM,Green,1,GREENBELT,,F11-F1-504
224,7/27/2024 10:50:39 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:39 AM,Orange,1,NEW CARROLLTON,,K04-K1-312
254,7/27/2024 10:50:39 AM,Yellow,1,MT VERNON SQ,,C10-C1-356
264,7/27/2024 10:50:39 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1635
270,7/27/2024 10:50:39 AM,Blue,1,LARGO TOWN CENTER,,C12-C1-539
232,7/27/2024 10:50:39 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-444
321,7/27/2024 10:50:40 AM,Green,1,GREENBELT,,F11-F1-492
224,7/27/2024 10:50:46 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:44 AM,Orange,1,NEW CARROLLTON,,K04-K1-301
254,7/27/2024 10:50:47 AM,Yellow,1,MT VERNON SQ,,C10-C1-355
264,7/27/2024 10:50:44 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1635
270,7/27/2024 10:50:44 AM,Blue,1,LARGO TOWN CENTER,,C12-C1-539
232,7/27/2024 10:50:46 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:50:45 AM,Green,1,GREENBELT,,F11-F1-492
224,7/27/2024 10:50:51 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:52 AM,Orange,1,NEW CARROLLTON,,K04-K1-301
254,7/27/2024 10:50:52 AM,Yellow,1,MT VERNON SQ,,C10-C1-355
264,7/27/2024 10:50:52 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1635
270,7/27/2024 10:50:52 AM,Blue,1,LARGO TOWN CENTER,,C12-C1-529
232,7/27/2024 10:50:51 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:50:50 AM,Green,1,GREENBELT,,F11-F1-492
224,7/27/2024 10:50:56 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:50:57 AM,Orange,1,NEW CARROLLTON,,K04-K1-301
254,7/27/2024 10:50:56 AM,Yellow,1,MT VERNON SQ,,C10-C1-353
264,7/27/2024 10:50:57 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1623
270,7/27/2024 10:50:57 AM,Blue,1,LARGO TOWN CENTER,,C12-C1-529
232,7/27/2024 10:50:56 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:50:57 AM,Green,1,GREENBELT,,F10-F1-485
224,7/27/2024 10:51:01 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:01 AM,Orange,1,NEW CARROLLTON,,K04-K1-298
254,7/27/2024 10:51:01 AM,Yellow,1,MT VERNON SQ,,C10-C1-349
264,7/27/2024 10:51:01 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1623
270,7/27/2024 10:51:02 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1; ,C12-C1-523
232,7/27/2024 10:51:01 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:51:02 AM,Green,1,GREENBELT,,F10-F1-485
224,7/27/2024 10:51:06 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:06 AM,Orange,1,NEW CARROLLTON,,K04-K1-296
254,7/27/2024 10:51:06 AM,Yellow,1,MT VERNON SQ,,C10-C1-349
264,7/27/2024 10:51:06 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1623
270,7/27/2024 10:51:06 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  motion;,C12-C1-523
232,7/27/2024 10:51:06 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:51:07 AM,Green,1,GREENBELT,,F10-F1-471
224,7/27/2024 10:51:13 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:11 AM,Orange,1,NEW CARROLLTON,,K04-K1-294
254,7/27/2024 10:51:11 AM,Yellow,1,MT VERNON SQ,,C10-C1-347
264,7/27/2024 10:51:11 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1623
270,7/27/2024 10:51:11 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  motion;,C12-C1-523
232,7/27/2024 10:51:13 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:51:12 AM,Green,1,GREENBELT,,F10-F1-471
224,7/27/2024 10:51:18 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:19 AM,Orange,1,NEW CARROLLTON,,K04-K1-289
254,7/27/2024 10:51:19 AM,Yellow,1,MT VERNON SQ,,C10-C1-339
264,7/27/2024 10:51:19 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1614
270,7/27/2024 10:51:19 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  motion;,C12-C1-523
232,7/27/2024 10:51:18 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-A1-443
321,7/27/2024 10:51:17 AM,Green,1,GREENBELT,,F10-F1-471
224,7/27/2024 10:51:23 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:23 AM,Orange,1,NEW CARROLLTON,,K04-K1-286
254,7/27/2024 10:51:23 AM,Yellow,1,MT VERNON SQ,,C10-C1-339
264,7/27/2024 10:51:24 AM,Silver,1,LARGO TOWN CENTER,,N12-N1-1614
270,7/27/2024 10:51:24 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  motion;,C12-C1-523
232,7/27/2024 10:51:23 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-1ATN
321,7/27/2024 10:51:24 AM,Green,1,GREENBELT,,F10-F1-467
224,7/27/2024 10:51:28 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:28 AM,Orange,1,NEW CARROLLTON,,K04-K1-284
254,7/27/2024 10:51:28 AM,Yellow,1,MT VERNON SQ,,C09-C1-337
264,7/27/2024 10:51:28 AM,Silver,1,LARGO TOWN CENTER,,N11-N1-1603
270,7/27/2024 10:51:28 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  motion;,C12-C1-523
232,7/27/2024 10:51:28 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-3ATN
321,7/27/2024 10:51:29 AM,Green,1,GREENBELT,,F10-F1-467
224,7/27/2024 10:51:33 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:33 AM,Orange,1,NEW CARROLLTON,Ballston-MU- Track 1; ,K04-K1-282
254,7/27/2024 10:51:33 AM,Yellow,1,MT VERNON SQ,Crystal City- Track 1; ,C09-C1-336
264,7/27/2024 10:51:33 AM,Silver,1,LARGO TOWN CENTER,,N11-N1-1603
270,7/27/2024 10:51:33 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  Doors open left,C12-C1-523
232,7/27/2024 10:51:33 AM,Red,1,TAKOMA,Medical Center- Track 1; ,A10-3ATN
321,7/27/2024 10:51:34 AM,Green,1,GREENBELT,,F10-F1-462
224,7/27/2024 10:51:40 AM,Silver,2,ASHBURN,Ashburn- Track 2; ,N12-N2-1666
260,7/27/2024 10:51:38 AM,Orange,1,NEW CARROLLTON,Ballston-MU- Track 1;  motion;,K04-K1-282
254,7/27/2024 10:51:38 AM,Yellow,1,MT VERNON SQ,Crystal City- Track 1; ,C09-C1-336
264,7/27/2024 10:51:38 AM,Silver,1,LARGO TOWN CENTER,,N11-N1-1603
270,7/27/2024 10:51:38 AM,Blue,1,LARGO TOWN CENTER,Braddock Road- Track 1;  Doors open left,C12-C1-523
232,7/27/2024 10:51:40 AM,Red,1,TAKOMA,,A10-A1-437
321,7/27/2024 10:51:39 AM,Green,1,GREENBELT,,F10-F1-456
