ITT,DATE_TIME,TRACKLINE,TRIP_DIRECTION,DEST_STATION,DESCRIPTION,x,y
372,7/26/2024 7:33:11 PM,Green,1,GREENBELT,Fort Totten Lower- Track 1; ,-8571560.93870436,4714795.022469501
15,7/26/2024 7:33:11 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:11 PM,Silver,1,LARGO TOWN CENTER,Virginia Square- Track 1;  Doors open right,-8583067.477870207,4704985.932576429
337,7/26/2024 7:33:11 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:11 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2; ,-8577230.10641199,4701326.922661427
241,7/26/2024 7:33:11 PM,Blue,1,LARGO TOWN CENTER,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
372,7/26/2024 7:33:16 PM,Green,1,GREENBELT,Fort Totten Lower- Track 1; ,-8571560.93870436,4714795.022469501
15,7/26/2024 7:33:16 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:16 PM,Silver,1,LARGO TOWN CENTER,Virginia Square- Track 1;  Doors open right,-8583067.477870207,4704985.932576429
337,7/26/2024 7:33:16 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:16 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2;  Doors open right,-8577230.10641199,4701326.922661427
241,7/26/2024 7:33:16 PM,Blue,1,LARGO TOWN CENTER,Smithsonian- Track 1; ,-8574788.758659402,4705705.278647274
372,7/26/2024 7:33:21 PM,Green,1,GREENBELT,,-8571560.93870436,4714795.022469501
15,7/26/2024 7:33:21 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:21 PM,Silver,1,LARGO TOWN CENTER,Virginia Square- Track 1;  Doors open right,-8583067.477870207,4704985.932576429
337,7/26/2024 7:33:21 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  motion;,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:21 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2;  Doors open right,-8577230.10641199,4701326.922661427
241,7/26/2024 7:33:21 PM,Blue,1,LARGO TOWN CENTER,Smithsonian- Track 1; ,-8574745.789335957,4705532.802561784
372,7/26/2024 7:33:26 PM,Green,1,GREENBELT,,-8571374.812515754,4714819.213887385
15,7/26/2024 7:33:28 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:26 PM,Silver,1,LARGO TOWN CENTER,Virginia Square- Track 1; ,-8583067.477870207,4704985.932576429
337,7/26/2024 7:33:26 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  motion;,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:26 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2; ,-8577230.10641199,4701326.922661427
241,7/26/2024 7:33:26 PM,Blue,1,LARGO TOWN CENTER,Smithsonian- Track 1; ,-8574745.789335957,4705532.802561784
372,7/26/2024 7:33:31 PM,Green,1,GREENBELT,,-8571222.861410823,4714837.8227096265
15,7/26/2024 7:33:33 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:31 PM,Silver,1,LARGO TOWN CENTER,Virginia Square- Track 1; ,-8583067.477870207,4704985.932576429
337,7/26/2024 7:33:31 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  motion;,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:33 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2; ,-8577230.10641199,4701326.922661427
241,7/26/2024 7:33:31 PM,Blue,1,LARGO TOWN CENTER,Smithsonian- Track 1; ,-8574712.170849735,4705432.264370274
372,7/26/2024 7:33:36 PM,Green,1,GREENBELT,,-8571222.861410823,4714837.8227096265
15,7/26/2024 7:33:38 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:36 PM,Silver,1,LARGO TOWN CENTER,Virginia Square- Track 1; ,-8582906.955164483,4705070.449524034
337,7/26/2024 7:33:36 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  motion;,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:38 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2; ,-8576968.171650153,4701369.094358504
241,7/26/2024 7:33:38 PM,Blue,1,LARGO TOWN CENTER,,-8574640.369778175,4705323.718563495
372,7/26/2024 7:33:44 PM,Green,1,GREENBELT,,-8570999.331873309,4714862.014229566
15,7/26/2024 7:33:43 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:44 PM,Silver,1,LARGO TOWN CENTER,,-8582760.347395107,4705147.530737276
337,7/26/2024 7:33:44 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:43 PM,Yellow,2,HUNTINGTON,Crystal City- Track 2; ,-8576885.572587984,4701361.374780535
241,7/26/2024 7:33:43 PM,Blue,1,LARGO TOWN CENTER,,-8574509.124098528,4705225.327582548
372,7/26/2024 7:33:48 PM,Green,1,GREENBELT,,-8570809.97741947,4714882.484022265
15,7/26/2024 7:33:48 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:48 PM,Silver,1,LARGO TOWN CENTER,,-8582701.236745497,4705178.563598625
337,7/26/2024 7:33:48 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  Doors open left,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:48 PM,Yellow,2,HUNTINGTON,,-8576805.422554612,4701330.639481936
241,7/26/2024 7:33:48 PM,Blue,1,LARGO TOWN CENTER,,-8574509.124098528,4705225.327582548
372,7/26/2024 7:33:53 PM,Green,1,GREENBELT,,-8570809.97741947,4714882.484022265
15,7/26/2024 7:33:52 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:53 PM,Silver,1,LARGO TOWN CENTER,,-8582569.434468398,4705248.781160119
337,7/26/2024 7:33:53 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  Doors open left,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:53 PM,Yellow,2,HUNTINGTON,,-8576805.422554612,4701330.639481936
241,7/26/2024 7:33:53 PM,Blue,1,LARGO TOWN CENTER,,-8574346.597641971,4705182.99687227
372,7/26/2024 7:33:58 PM,Green,1,GREENBELT,,-8570478.022697924,4714885.633224807
15,7/26/2024 7:33:57 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:33:58 PM,Silver,1,LARGO TOWN CENTER,,-8582450.767891213,4705319.714260788
337,7/26/2024 7:33:58 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1;  Doors open left,-8574739.666763961,4706475.450132664
75,7/26/2024 7:33:58 PM,Yellow,2,HUNTINGTON,,-8576708.685917115,4701247.583163114
241,7/26/2024 7:33:58 PM,Blue,1,LARGO TOWN CENTER,,-8574346.597641971,4705182.99687227
372,7/26/2024 7:34:03 PM,Green,1,GREENBELT,,-8570478.022697924,4714885.633224807
15,7/26/2024 7:34:02 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:03 PM,Silver,1,LARGO TOWN CENTER,,-8582355.923685057,4705377.776804523
337,7/26/2024 7:34:03 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
75,7/26/2024 7:34:02 PM,Yellow,2,HUNTINGTON,,-8576649.24130903,4701126.645227212
241,7/26/2024 7:34:03 PM,Blue,1,LARGO TOWN CENTER,,-8574218.023630105,4705181.709792625
372,7/26/2024 7:34:08 PM,Green,1,GREENBELT,,-8570096.642122466,4714843.262217959
15,7/26/2024 7:34:07 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:08 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:08 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
75,7/26/2024 7:34:07 PM,Yellow,2,HUNTINGTON,,-8576618.851088043,4701031.58272955
241,7/26/2024 7:34:08 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:13 PM,Green,1,GREENBELT,,-8570096.642122466,4714843.262217959
15,7/26/2024 7:34:15 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:13 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:13 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574740.000722434,4706303.676094157
75,7/26/2024 7:34:12 PM,Yellow,2,HUNTINGTON,,-8576595.473994976,4700958.249410118
241,7/26/2024 7:34:13 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:18 PM,Green,1,GREENBELT,,-8570096.642122466,4714843.262217959
15,7/26/2024 7:34:19 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:18 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:18 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574740.000722434,4706303.676094157
75,7/26/2024 7:34:20 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2; ,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:18 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:23 PM,Green,1,GREENBELT,,-8569668.729999855,4714795.451902451
15,7/26/2024 7:34:24 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:23 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  motion;,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:23 PM,Orange,1,NEW CARROLLTON,Federal Triangle- Track 1; ,-8574755.474131655,4706201.127948719
75,7/26/2024 7:34:25 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:25 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:30 PM,Green,1,GREENBELT,,-8569291.356926067,4714753.367559678
15,7/26/2024 7:34:29 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:30 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1; ,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:30 PM,Orange,1,NEW CARROLLTON,,-8574817.367768535,4706044.947824869
75,7/26/2024 7:34:30 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:30 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:35 PM,Green,1,GREENBELT,,-8569291.356926067,4714753.367559678
15,7/26/2024 7:34:34 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:35 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  Doors open right,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:35 PM,Orange,1,NEW CARROLLTON,,-8574817.367768535,4706044.947824869
75,7/26/2024 7:34:35 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:35 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:40 PM,Green,1,GREENBELT,,-8569075.174474947,4714729.176298801
15,7/26/2024 7:34:39 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:40 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  Doors open right,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:40 PM,Orange,1,NEW CARROLLTON,,-8574835.290206553,4705908.077657508
75,7/26/2024 7:34:40 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:40 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  motion;,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:45 PM,Green,1,GREENBELT,,-8568909.753711628,4714710.71081896
15,7/26/2024 7:34:44 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:45 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  Doors open right,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:45 PM,Orange,1,NEW CARROLLTON,,-8574835.290206553,4705908.077657508
75,7/26/2024 7:34:44 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:45 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  Doors open left,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:50 PM,Green,1,GREENBELT,,-8568909.753711628,4714710.71081896
15,7/26/2024 7:34:49 PM,Red,1,TAKOMA,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:50 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  Doors operating manually; Doors open right,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:50 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1; ,-8574788.758659402,4705705.278647274
75,7/26/2024 7:34:49 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2; ,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:50 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  Doors open left,-8574059.615994705,4705181.852801466
372,7/26/2024 7:34:55 PM,Green,1,GREENBELT,,-8568744.55558729,4714697.541660072
15,7/26/2024 7:34:54 PM,Red,1,TAKOMA,Shady Grove- Track 2; ,-8589924.4245446,4738869.26545955
363,7/26/2024 7:34:55 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1;  Doors open right,-8582223.898768974,4705458.578679896
337,7/26/2024 7:34:55 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
75,7/26/2024 7:34:54 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  Doors open left,-8576514.990003135,4700705.660914121
241,7/26/2024 7:34:55 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  Doors open left,-8574059.615994705,4705181.852801466
372,7/26/2024 7:35:00 PM,Green,1,GREENBELT,,-8568619.43247964,4714717.009118386
15,7/26/2024 7:34:59 PM,Red,1,TAKOMA,Shady Grove- Track 2;  motion;,-8589924.4245446,4738869.26545955
363,7/26/2024 7:35:00 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1; ,-8582223.898768974,4705458.578679896
337,7/26/2024 7:35:00 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
75,7/26/2024 7:34:59 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  Doors open left,-8576514.990003135,4700705.660914121
241,7/26/2024 7:35:00 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1;  Doors open left,-8574059.615994705,4705181.852801466
372,7/26/2024 7:35:05 PM,Green,1,GREENBELT,,-8568475.05110008,4714788.151544762
15,7/26/2024 7:35:04 PM,Red,1,TAKOMA,Shady Grove- Track 2; ,-8589829.246379972,4738715.7376727415
363,7/26/2024 7:35:05 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1; ,-8582090.092741044,4705540.525308962
337,7/26/2024 7:35:05 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:04 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  Doors open left,-8576514.990003135,4700705.660914121
241,7/26/2024 7:35:05 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8574059.615994705,4705181.852801466
372,7/26/2024 7:35:10 PM,Green,1,GREENBELT,,-8568343.360142471,4714933.730257836
15,7/26/2024 7:35:12 PM,Red,1,TAKOMA,Shady Grove- Track 2; ,-8589815.554082604,4738677.28434922
363,7/26/2024 7:35:10 PM,Silver,1,LARGO TOWN CENTER,Clarendon- Track 1; ,-8582009.72006869,4705589.722206589
337,7/26/2024 7:35:10 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:09 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2; ,-8576514.990003135,4700705.660914121
241,7/26/2024 7:35:10 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8574059.615994705,4705181.852801466
372,7/26/2024 7:35:15 PM,Green,1,GREENBELT,,-8568277.459003922,4715080.885691614
15,7/26/2024 7:35:17 PM,Red,1,TAKOMA,Shady Grove- Track 2; ,-8589799.41275644,4738634.957165952
363,7/26/2024 7:35:15 PM,Silver,1,LARGO TOWN CENTER,,-8581902.185440583,4705647.500262636
337,7/26/2024 7:35:15 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:14 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
241,7/26/2024 7:35:15 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8573882.506684855,4705182.138819154
372,7/26/2024 7:35:20 PM,Green,1,GREENBELT,,-8568277.459003922,4715080.885691614
15,7/26/2024 7:35:22 PM,Red,1,TAKOMA,Shady Grove- Track 2; ,-8589725.941892516,4738517.876795665
363,7/26/2024 7:35:20 PM,Silver,1,LARGO TOWN CENTER,,-8581790.420671826,4705700.702129578
337,7/26/2024 7:35:20 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:22 PM,Yellow,2,HUNTINGTON,Ronald Reagan Washington National Airport- Track 2; ,-8576425.043854572,4700421.488489043
241,7/26/2024 7:35:20 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8573744.247877289,4705195.009623479
372,7/26/2024 7:35:25 PM,Green,1,GREENBELT,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:27 PM,Red,1,TAKOMA,,-8589725.941892516,4738517.876795665
363,7/26/2024 7:35:25 PM,Silver,1,LARGO TOWN CENTER,,-8581669.082426863,4705758.480816786
337,7/26/2024 7:35:25 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1; ,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:27 PM,Yellow,2,HUNTINGTON,,-8576409.681764845,4700305.56328667
241,7/26/2024 7:35:25 PM,Blue,1,LARGO TOWN CENTER,L Enfant Plaza Lower- Track 1; ,-8573744.247877289,4705195.009623479
372,7/26/2024 7:35:30 PM,Green,1,GREENBELT,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:32 PM,Red,1,TAKOMA,,-8589565.641825773,4738279.415823004
363,7/26/2024 7:35:30 PM,Silver,1,LARGO TOWN CENTER,,-8581488.522212794,4705844.577391033
337,7/26/2024 7:35:32 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:32 PM,Yellow,2,HUNTINGTON,,-8576409.681764845,4700305.56328667
241,7/26/2024 7:35:32 PM,Blue,1,LARGO TOWN CENTER,,-8573611.666363753,4705213.028776928
372,7/26/2024 7:35:37 PM,Green,1,GREENBELT,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:37 PM,Red,1,TAKOMA,,-8589565.641825773,4738279.415823004
363,7/26/2024 7:35:37 PM,Silver,1,LARGO TOWN CENTER,,-8581488.522212794,4705844.577391033
337,7/26/2024 7:35:37 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:37 PM,Yellow,2,HUNTINGTON,,-8576523.672923416,4700083.579503958
241,7/26/2024 7:35:37 PM,Blue,1,LARGO TOWN CENTER,,-8573502.127984814,4705215.745953633
372,7/26/2024 7:35:42 PM,Green,1,GREENBELT,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:42 PM,Red,1,TAKOMA,,-8589565.641825773,4738279.415823004
363,7/26/2024 7:35:42 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1; ,-8581298.054564048,4705942.688330232
337,7/26/2024 7:35:42 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:42 PM,Yellow,2,HUNTINGTON,,-8576523.672923416,4700083.579503958
241,7/26/2024 7:35:42 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1; ,-8573375.001126327,4705215.745953633
372,7/26/2024 7:35:47 PM,Green,1,GREENBELT,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:47 PM,Red,1,TAKOMA,,-8589565.641825773,4738279.415823004
363,7/26/2024 7:35:47 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1;  motion;,-8581298.054564048,4705942.688330232
337,7/26/2024 7:35:47 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:47 PM,Yellow,2,HUNTINGTON,,-8576523.672923416,4700083.579503958
241,7/26/2024 7:35:47 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1; ,-8573375.001126327,4705215.745953633
372,7/26/2024 7:35:52 PM,Green,1,GREENBELT,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:51 PM,Red,1,TAKOMA,,-8589363.930908456,4737944.546912765
363,7/26/2024 7:35:52 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1;  motion;,-8581298.054564048,4705942.688330232
337,7/26/2024 7:35:52 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:52 PM,Yellow,2,HUNTINGTON,,-8576830.024162078,4699904.33792543
241,7/26/2024 7:35:52 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1; ,-8573375.001126327,4705215.745953633
372,7/26/2024 7:35:57 PM,Green,1,GREENBELT,West Hyattsville- Track 1;  Doors open right,-8568203.097584073,4715265.978193162
15,7/26/2024 7:35:56 PM,Red,1,TAKOMA,,-8589363.930908456,4737944.546912765
363,7/26/2024 7:35:57 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1;  motion;,-8581298.054564048,4705942.688330232
337,7/26/2024 7:35:57 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:35:57 PM,Yellow,2,HUNTINGTON,,-8576830.024162078,4699904.33792543
241,7/26/2024 7:35:57 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
372,7/26/2024 7:36:02 PM,Green,1,GREENBELT,West Hyattsville- Track 1;  Doors open right,-8568203.097584073,4715265.978193162
15,7/26/2024 7:36:01 PM,Red,1,TAKOMA,,-8589363.930908456,4737944.546912765
363,7/26/2024 7:36:02 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1;  motion;,-8581298.054564048,4705942.688330232
337,7/26/2024 7:36:02 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:36:01 PM,Yellow,2,HUNTINGTON,,-8576830.024162078,4699904.33792543
241,7/26/2024 7:36:02 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
372,7/26/2024 7:36:07 PM,Green,1,GREENBELT,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
15,7/26/2024 7:36:09 PM,Red,1,TAKOMA,,-8589227.341893252,4737624.32275113
363,7/26/2024 7:36:07 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1; ,-8581298.054564048,4705942.688330232
337,7/26/2024 7:36:07 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:36:06 PM,Yellow,2,HUNTINGTON,,-8576830.024162078,4699904.33792543
241,7/26/2024 7:36:07 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
372,7/26/2024 7:36:12 PM,Green,1,GREENBELT,West Hyattsville- Track 1; ,-8568097.67802629,4715545.126403943
15,7/26/2024 7:36:13 PM,Red,1,TAKOMA,,-8589140.067412471,4737323.90661576
363,7/26/2024 7:36:12 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1;  Doors open left,-8581298.054564048,4705942.688330232
337,7/26/2024 7:36:12 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
75,7/26/2024 7:36:14 PM,Yellow,2,HUNTINGTON,,-8577104.426706884,4699709.234056937
241,7/26/2024 7:36:12 PM,Blue,1,LARGO TOWN CENTER,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
372,7/26/2024 7:36:19 PM,Green,1,GREENBELT,West Hyattsville- Track 1; ,-8568097.67802629,4715545.126403943
15,7/26/2024 7:36:18 PM,Red,1,TAKOMA,,-8589140.067412471,4737323.90661576
363,7/26/2024 7:36:19 PM,Silver,1,LARGO TOWN CENTER,Court House- Track 1; ,-8581162.13346579,4706013.483255347
337,7/26/2024 7:36:19 PM,Orange,1,NEW CARROLLTON,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
