ITT,TRACKLINE,TRIP_DIRECTION,DESCRIPTION,x,y
116,Orange,2,Foggy Bottom-GMU- Track 2;  Doors open left,-8577178.34284877,4707465.674686113
91,Silver,2,Greensboro- Track 2; ,-8597768.107185384,4710546.243678154
150,Silver,1,Capitol South- Track 1;  motion;,-8572181.544865534,4705215.459934998
37,Green,1,Columbia Heights- Track 1;  motion;,-8575213.77647525,4711292.599337955
201,Silver,2,Virginia Square- Track 2; ,-8583070.594815949,4704990.50877217
508,Red,1,Takoma- Track 2; ,-8573676.899585359,4718351.350571043
511,Green,1,Branch Avenue- Track 1; ,-8561892.952248456,4696976.886792983
499,Red,2,Tenleytown-AU- Track 2; ,-8580527.167090304,4714516.467458719
111,Orange,1,Cheverly- Track 1;  Doors open right,-8562322.534163428,4709735.559842697
509,Green,1,College Park-U of MD- Track 1; ,-8563526.009178394,4718874.167216393
128,Silver,2,Rosslyn- Track 2;  motion;,-8579494.344854726,4706789.971491729
12,Orange,1,Court House- Track 1;  Doors open left,-8581298.054564048,4705942.688330232
225,Silver,2,Innovation Center- Track 2; ,-8618026.473397907,4716149.544390593
203,Blue,1,Rosslyn- Track 1;  Doors open left,-8579478.42616754,4706790.54361767
13,Red,1,Union Station- Track 1; ,-8572363.66355247,4707213.78261361
15,Red,1,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577473.005540902,4711011.564807201
323,Green,1,Naylor Road- Track 1; ,-8566771.41761298,4700375.747190903
273,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
23,Yellow,2,Crystal City- Track 2;  Doors open right,-8577230.10641199,4701326.922661427
24,Blue,1,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
207,Blue,1,Metro Center Lower- Track 1;  motion;,-8574736.661137713,4707116.946721713
341,Blue,2,Federal Center SW- Track 2;  motion;,-8573376.448279709,4705230.189905159
11,Red,2,Rhode Island Avenue- Track 2;  motion;,-8571156.6263138,4710352.080005761
257,Green,1,Gallery Place-Chinatown Lower- Track 1; ,-8574031.452163536,4707125.3858543
114,Green,1,Greenbelt- Track 1; ,-8561620.887412956,4723382.305999677
35,Yellow,1,Crystal City- Track 1;  motion;,-8577230.551689954,4701332.354938014
501,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
45,Green,2,Congress Heights- Track 2; ,-8570319.949020999,4699589.029068302
30,Orange,2,New Carrollton- Track 1; ,-8557331.52479371,4714224.465277678
47,Silver,1,East Falls Church- Track 1; ,-8588816.906930698,4705239.199509083
50,Green,1,Navy Yard-Ballpark- Track 1;  Doors open left,-8572255.127048947,4703999.953461074
56,Red,1,Shady Grove- Track 2;  Doors open right,-8589924.4245446,4738869.26545955
48,Red,1,Fort Totten Upper- Track 1; ,-8571905.472528366,4715002.011258859
62,Yellow,1,Huntington- Track 2; ,-8579974.577138007,4692310.341752544
271,Silver,2,Capitol Heights- Track 2; ,-8561784.972342385,4705852.729430063
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
36,Orange,1,Potomac Avenue- Track 1;  motion;,-8569995.675344316,4704671.610064006
64,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
69,Orange,2,Vienna-Fairfax-GMU- Track 1; ,-8602072.163977416,4704111.916977605
71,Red,2,Rockville- Track 2; ,-8588125.724212363,4734062.225874596
82,Yellow,2,Huntington- Track 1; ,-8580012.314445386,4691896.5775552485
80,Red,2,Bethesda- Track 2;  Doors open left,-8582019.51618388,4719278.57743749
14,Blue,1,Franconia-Springfield- Track 1; ,-8590175.56131583,4688338.927904162
65,Blue,2,Ronald Reagan Washington National Airport- Track 2; ,-8576425.043854572,4700421.488489043
98,Green,2,Suitland- Track 2; ,-8564133.368320161,4699441.240340078
100,Red,2,Farragut North- Track 2;  Doors open left,-8576009.488195442,4707810.981523183
129,Green,2,Navy Yard-Ballpark- Track 2;  Doors open left,-8572255.015729457,4703985.5112582175
116,Orange,2,Foggy Bottom-GMU- Track 2;  Doors open left,-8577178.34284877,4707465.674686113
255,Blue,2,Potomac Avenue- Track 2; ,-8569995.675344316,4704686.053242026
150,Silver,1,Capitol South- Track 1; ,-8572181.544865534,4705215.459934998
37,Green,1,Columbia Heights- Track 1; ,-8575209.212376129,4711607.413041713
201,Silver,2,Virginia Square- Track 2;  motion;,-8583070.594815949,4704990.50877217
508,Red,1,Takoma- Track 2; ,-8573676.899585359,4718351.350571043
111,Orange,1,Cheverly- Track 1;  Doors open right,-8562322.534163428,4709735.559842697
128,Silver,2,Rosslyn- Track 2;  motion;,-8579494.344854726,4706789.971491729
12,Orange,1,Court House- Track 1;  Doors open left,-8581298.054564048,4705942.688330232
203,Blue,1,Rosslyn- Track 1;  Doors open left,-8579478.42616754,4706790.54361767
13,Red,1,Union Station- Track 1; ,-8572307.33589013,4707435.922202278
15,Red,1,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577473.005540902,4711011.564807201
323,Green,1,Naylor Road- Track 1; ,-8567104.26289045,4700310.280315964
273,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
23,Yellow,2,Crystal City- Track 2;  Doors operating manually; Doors open right,-8577230.10641199,4701326.922661427
24,Blue,1,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
207,Blue,1,Metro Center Lower- Track 1;  motion;,-8574736.661137713,4707116.946721713
341,Blue,2,Federal Center SW- Track 2;  Doors open left,-8573376.448279709,4705230.18990516
11,Red,2,Rhode Island Avenue- Track 2;  Doors operating manually; Doors open left,-8571156.6263138,4710352.080005761
257,Green,1,Gallery Place-Chinatown Lower- Track 1; ,-8574031.340844046,4707443.074233703
114,Green,1,Greenbelt- Track 1; ,-8561620.887412956,4723382.305999677
35,Yellow,1,Crystal City- Track 1;  motion;,-8577230.551689954,4701332.354938014
501,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
45,Green,2,Congress Heights- Track 2; ,-8570219.761479283,4699424.0889826715
30,Orange,2,New Carrollton- Track 1; ,-8557331.52479371,4714224.465277678
337,Orange,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
50,Green,1,Navy Yard-Ballpark- Track 1; ,-8572255.127048947,4703999.953461074
56,Red,1,Shady Grove- Track 2;  motion;,-8589924.4245446,4738869.26545955
62,Yellow,1,Huntington- Track 2; ,-8579974.577138007,4692310.341752544
271,Silver,2,Capitol Heights- Track 2; ,-8561932.359348197,4705877.1855864
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
36,Orange,1,Potomac Avenue- Track 1;  motion;,-8569995.675344316,4704671.610064006
64,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
68,Green,2,Mt Vernon Sq- Track 2; ,-8574048.150087155,4708298.779621934
69,Orange,2,Vienna-Fairfax-GMU- Track 1; ,-8602072.163977416,4704111.916977605
74,Red,1,Metro Center Upper- Track 1; ,-8574727.421619976,4707115.230288825
136,Green,2,Georgia Avenue- Track 2;  motion;,-8574227.374467332,4712707.191182345
82,Yellow,2,Huntington- Track 1; ,-8580012.314445386,4691896.5775552485
80,Red,2,Bethesda- Track 2;  Doors operating manually;,-8582019.51618388,4719278.57743749
14,Blue,1,Franconia-Springfield- Track 1; ,-8590175.56131583,4688338.927904162
90,Orange,2,Dunn Loring-Merrifield- Track 2; ,-8596900.705713125,4705025.402332485
95,Green,1,West Hyattsville- Track 1; ,-8568203.097584073,4715265.978193162
98,Green,2,Suitland- Track 2;  motion;,-8564133.368320161,4699441.240340078
100,Red,2,Farragut North- Track 2;  Doors open left,-8576009.488195442,4707810.981523183
129,Green,2,Navy Yard-Ballpark- Track 2; ,-8572255.015729457,4703985.5112582175
116,Orange,2,Foggy Bottom-GMU- Track 2; ,-8577178.34284877,4707465.674686113
255,Blue,2,Potomac Avenue- Track 2;  motion;,-8569995.675344316,4704686.053242026
150,Silver,1,Capitol South- Track 1;  Doors open left,-8572181.544865534,4705215.459934998
201,Silver,2,Virginia Square- Track 2;  motion;,-8583070.594815949,4704990.50877217
508,Red,1,Takoma- Track 2; ,-8573676.899585359,4718351.350571043
2,Orange,1,McPherson Square- Track 1;  motion;,-8575322.646937247,4707546.636213195
111,Orange,1,Cheverly- Track 1; ,-8562159.896387378,4709803.519732772
128,Silver,2,Rosslyn- Track 2; ,-8579494.344854726,4706789.971491729
12,Orange,1,Court House- Track 1; ,-8581298.054564048,4705942.688330232
203,Blue,1,Rosslyn- Track 1; ,-8579478.42616754,4706790.54361767
13,Red,1,Union Station- Track 1; ,-8572307.33589013,4707435.922202278
15,Red,1,Woodley Park Zoo/Adams Morgan- Track 1; ,-8577365.02563483,4710781.477155087
273,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
23,Yellow,2,Crystal City- Track 2;  Doors operating manually;,-8577230.10641199,4701326.922661427
24,Blue,1,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
207,Blue,1,Metro Center Lower- Track 1;  Doors operating manually;,-8574736.661137713,4707116.946721713
341,Blue,2,Federal Center SW- Track 2;  Doors operating manually; Doors open left,-8573376.448279709,4705230.18990516
11,Red,2,Rhode Island Avenue- Track 2;  Doors operating manually; Doors open left,-8571156.6263138,4710352.080005761
114,Green,1,Greenbelt- Track 1; ,-8561620.887412956,4723382.305999677
35,Yellow,1,Crystal City- Track 1;  motion;,-8577230.551689954,4701332.354938014
501,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
30,Orange,2,New Carrollton- Track 1; ,-8557331.52479371,4714224.465277678
44,Red,1,Twinbrook- Track 1; ,-8585100.283091584,4730650.771686277
337,Orange,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
50,Green,1,Navy Yard-Ballpark- Track 1; ,-8572428.340176621,4703999.66747666
56,Red,1,Shady Grove- Track 2; ,-8589815.554082604,4738677.28434922
62,Yellow,1,Huntington- Track 2; ,-8579974.577138007,4692310.341752544
271,Silver,2,Capitol Heights- Track 2; ,-8562265.42726465,4705900.068593016
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
36,Orange,1,Potomac Avenue- Track 1;  Doors open left,-8569995.675344316,4704671.610064006
64,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
297,Silver,1,Farragut West- Track 1;  motion;,-8576105.334277015,4707546.779255332
68,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708298.779621934
69,Orange,2,Vienna-Fairfax-GMU- Track 1; ,-8602072.163977416,4704111.916977605
75,Yellow,2,Braddock Road- Track 2; ,-8577587.99857489,4695079.867028103
74,Red,1,Metro Center Upper- Track 1;  motion;,-8574727.421619976,4707115.230288825
136,Green,2,Georgia Avenue- Track 2;  motion;,-8574227.374467332,4712707.191182345
82,Yellow,2,Huntington- Track 1; ,-8580012.314445386,4691896.5775552485
80,Red,2,Bethesda- Track 2; ,-8582019.51618388,4719278.57743749
14,Blue,1,Franconia-Springfield- Track 1; ,-8590175.56131583,4688338.927904162
90,Orange,2,Dunn Loring-Merrifield- Track 2;  motion;,-8596900.705713125,4705025.402332485
95,Green,1,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
98,Green,2,Suitland- Track 2; ,-8564133.368320161,4699441.240340078
100,Red,2,Farragut North- Track 2;  Doors open left,-8576009.488195442,4707810.981523183
129,Green,2,Navy Yard-Ballpark- Track 2; ,-8572051.635019777,4703985.7972422335
116,Orange,2,Foggy Bottom-GMU- Track 2; ,-8577518.869171107,4707465.531645117
255,Blue,2,Potomac Avenue- Track 2;  motion;,-8569995.675344316,4704686.053242026
150,Silver,1,Capitol South- Track 1; ,-8572181.544865534,4705215.459934998
201,Silver,2,Virginia Square- Track 2;  motion;,-8583070.594815949,4704990.50877217
508,Red,1,Takoma- Track 2; ,-8573676.899585359,4718351.350571043
2,Orange,1,McPherson Square- Track 1;  motion;,-8575322.646937247,4707546.636213195
128,Silver,2,Rosslyn- Track 2;  Doors open left,-8579494.344854726,4706789.971491729
12,Orange,1,Court House- Track 1; ,-8581082.873988345,4706053.958151365
203,Blue,1,Rosslyn- Track 1; ,-8579484.771378515,4706960.180381098
273,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
23,Yellow,2,Crystal City- Track 2; ,-8577063.015856309,4701356.514308524
24,Blue,1,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
207,Blue,1,Metro Center Lower- Track 1;  Doors open left,-8574736.661137713,4707116.946721713
341,Blue,2,Federal Center SW- Track 2;  Doors operating manually; Doors open left,-8573376.448279709,4705230.189905159
11,Red,2,Rhode Island Avenue- Track 2;  Doors operating manually; Doors open left,-8571156.6263138,4710352.080005761
114,Green,1,Greenbelt- Track 1; ,-8561620.887412956,4723382.305999677
35,Yellow,1,Crystal City- Track 1;  Doors open right,-8577230.551689954,4701332.354938014
501,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
222,Red,1,Tenleytown-AU- Track 1; ,-8580476.628041483,4714349.996558044
30,Orange,2,New Carrollton- Track 1; ,-8557331.52479371,4714224.465277678
44,Red,1,Twinbrook- Track 1; ,-8585100.283091584,4730650.771686277
505,Silver,2,Eastern Market- Track 2; ,-8571160.522495976,4705165.978832367
503,Silver,1,Tysons- Track 1;  motion;,-8596266.963852039,4710308.583273613
51,Orange,2,Capitol South- Track 2;  motion;,-8572181.990143495,4705229.903886119
337,Orange,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
50,Green,1,Navy Yard-Ballpark- Track 1; ,-8572618.91914486,4703999.381492254
56,Red,1,Shady Grove- Track 2; ,-8589799.41275644,4738634.957165952
62,Yellow,1,Huntington- Track 2; ,-8579974.577138007,4692310.341752544
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
36,Orange,1,Potomac Avenue- Track 1;  Doors open left,-8569995.675344316,4704671.610064006
64,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
297,Silver,1,Farragut West- Track 1;  motion;,-8576105.334277015,4707546.779255332
68,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708298.779621934
69,Orange,2,Vienna-Fairfax-GMU- Track 1; ,-8602072.163977416,4704111.916977605
75,Yellow,2,Braddock Road- Track 2;  motion;,-8577587.99857489,4695079.867028103
74,Red,1,Metro Center Upper- Track 1;  motion;,-8574727.421619976,4707115.230288825
136,Green,2,Georgia Avenue- Track 2; ,-8574227.374467332,4712707.191182345
82,Yellow,2,Huntington- Track 1; ,-8580012.314445386,4691896.5775552485
80,Red,2,Bethesda- Track 2; ,-8582088.42294868,4719507.712200472
14,Blue,1,Franconia-Springfield- Track 1; ,-8590175.56131583,4688338.927904162
90,Orange,2,Dunn Loring-Merrifield- Track 2;  motion;,-8596900.705713125,4705025.402332485
95,Green,1,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
98,Green,2,Suitland- Track 2;  Doors open left,-8564133.368320161,4699441.240340078
100,Red,2,Farragut North- Track 2;  Doors open left,-8576009.488195442,4707810.981523183
255,Blue,2,Potomac Avenue- Track 2;  motion;,-8569995.675344316,4704686.053242026
150,Silver,1,Capitol South- Track 1; ,-8571964.360538995,4705215.316925684
201,Silver,2,Virginia Square- Track 2;  Doors open right,-8583070.594815949,4704990.50877217
332,Blue,2,Arlington Cemetery- Track 2;  motion;,-8578627.499979917,4705152.107005803
508,Red,1,Takoma- Track 2; ,-8573676.899585359,4718351.350571043
2,Orange,1,McPherson Square- Track 1;  motion;,-8575322.646937247,4707546.636213195
128,Silver,2,Rosslyn- Track 2; ,-8579494.344854726,4706789.971491729
4,Red,1,Brookland-CUA- Track 1;  motion;,-8570983.413186124,4712098.971236125
203,Blue,1,Rosslyn- Track 1; ,-8579482.990266664,4707043.5694745835
273,Blue,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
24,Blue,1,Ronald Reagan Washington National Airport- ,-8576505.416526925,4700713.094102258
207,Blue,1,Metro Center Lower- Track 1;  Doors open left,-8574736.661137713,4707116.946721713
341,Blue,2,Federal Center SW- Track 2;  Doors operating manually;,-8573376.448279709,4705230.18990516
11,Red,2,Rhode Island Avenue- Track 2;  Doors operating manually;,-8571156.6263138,4710352.080005761
114,Green,1,Greenbelt- Track 1; ,-8561620.887412956,4723382.305999677
35,Yellow,1,Crystal City- Track 1;  Doors open right,-8577230.551689954,4701332.354938014
501,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
34,Red,1,Bethesda- Track 1;  motion;,-8582033.208481247,4719273.994795051
39,Red,1,Grosvenor-Strathmore- Track 1; ,-8583199.057508323,4725928.169090537
222,Red,1,Tenleytown-AU- Track 1;  motion;,-8580476.628041483,4714349.996558044
30,Orange,2,New Carrollton- Track 1; ,-8557331.52479371,4714224.465277678
44,Red,1,Twinbrook- Track 1;  motion;,-8585100.283091584,4730650.771686277
505,Silver,2,Eastern Market- Track 2; ,-8571160.522495976,4705165.978832367
503,Silver,1,Tysons- Track 1;  motion;,-8596266.963852039,4710308.583273613
51,Orange,2,Capitol South- Track 2;  motion;,-8572181.990143495,4705229.903886119
337,Orange,2,Ballston-MU- Track 2;  Doors open right,-8584204.829107642,4704823.04995147
62,Yellow,1,Huntington- Track 2; ,-8579974.577138007,4692310.341752544
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
36,Orange,1,Potomac Avenue- Track 1;  Doors operating manually;,-8569995.675344316,4704671.610064006
64,Red,2,Shady Grove- Track 1; ,-8590023.276252426,4738995.8200239185
297,Silver,1,Farragut West- Track 1;  motion;,-8576105.334277015,4707546.779255332
68,Green,2,Mt Vernon Sq- Track 2;  Doors open left,-8574048.150087155,4708298.779621934
69,Orange,2,Vienna-Fairfax-GMU- Track 1; ,-8602072.163977416,4704111.916977605
75,Yellow,2,Braddock Road- Track 2;  motion;,-8577587.99857489,4695079.867028103
74,Red,1,Metro Center Upper- Track 1;  Doors open right,-8574727.421619976,4707115.230288825
136,Green,2,Georgia Avenue- Track 2;  Doors open left,-8574227.374467332,4712707.191182345
82,Yellow,2,Huntington- Track 1; ,-8580012.314445386,4691896.5775552485
14,Blue,1,Franconia-Springfield- Track 1; ,-8590175.56131583,4688338.927904162
90,Orange,2,Dunn Loring-Merrifield- Track 2;  Doors open left,-8596900.705713125,4705025.402332485
92,Red,2,Cleveland Park- Track 2; ,-8578065.225231921,4712356.136492822
